element,id,geometry,internet_access,name,name:mr,network,operator,public_transport,railway,ref,train,wikidata,wikipedia,amenity,addr:city,addr:district,addr:postcode,addr:street,brand,building,fuel:air,fuel:cng,fuel:diesel,fuel:petrol,self_service,name:azb,name:be,name:de,name:el,name:en,name:es,name:hi,name:ks,name:sr,name:uk,name:ur,name:fa,cuisine,branch,brand:wikidata,brand:wikipedia,addr:full,addr:state,healthcare,source,email,operator:type,website,healthcare:speciality,opening_hours,addr:housenumber,brand:ur,short_name,short_name:ur,covered,addr:subdistrict,description,network:wikidata,station,subway,bicycle,wheelchair,bus,air_conditioning,atm,drive_through,addr:floor,check_date,level,diet:vegetarian,grades,delivery,diet:non-vegetarian,smoking,toilets,fuel:h70,phone,fuel:octane_91,fuel:octane_95,emergency,official_name,layer,opening_hours:covid19,building:levels,wikimedia_commons,addr:neighbourhood,bar,landuse,name:etymology:wikidata,type
way,359926124,"POLYGON ((73.8007841 18.608248, 73.8009119 18.6082427, 73.8009004 18.6079946, 73.8007726 18.6079999, 73.8007841 18.608248))",,ADITYA BIRLA MULTISPECIALITY HOSPITAL,,,PUBLIC,,,,,,,hospital,PUNE,HAVELI,411017,Pimple Saudagar-Pimpri Link Road,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
way,359987552,"POLYGON ((73.8072433 18.5997306, 73.8073837 18.5997105, 73.8073697 18.5996228, 73.8072293 18.5996428, 73.8072433 18.5997306))",,Swaraj Garden Restaurant,,,,,,,,,,restaurant,,,,,,yes,,,,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,580190219,"POLYGON ((73.8329261 18.5851, 73.8329384 18.584941, 73.8331203 18.5849536, 73.8331107 18.5850773, 73.8330636 18.5851096, 73.8329261 18.5851))",,MNGL CNG,,,,,,,,,,fuel,,,,,MNGL,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,615881315,"POLYGON ((73.7958164 18.6382731, 73.7961215 18.6385043, 73.7957615 18.6389308, 73.7954984 18.6387315, 73.7954867 18.6386638, 73.7958164 18.6382731))",,Bharat Petroleum,भारत पेट्रोलियम,,,,,,,,,fuel,,,,,Bharat Petroleum,,,,,,,,,,,,,,,,,بھارت پٹرولیم,,,,Q854826,en:Bharat Petroleum,,,,,,,,,,,بھارت پٹرولیم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662180798,"POLYGON ((73.8120943 18.5971616, 73.8120835 18.596955, 73.8124449 18.5969379, 73.8124558 18.5971445, 73.8120943 18.5971616))",,Jagtap Patil Petroleum,जगताप पाटील पेट्रोलियम,,,,,,,,,fuel,,,,,Hindustan Petroleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662180799,"POLYGON ((73.8175153 18.6120796, 73.8173436 18.6119406, 73.8171147 18.6121947, 73.8172865 18.6123336, 73.8175153 18.6120796))",,Shell,शेल,,,,,,,,,fuel,,,,,Shell,,,,yes,,,,,,,,,,,,,,,,,Q110716465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,
way,752168700,"POLYGON ((73.803919 18.6278443, 73.8033749 18.6284725, 73.8030354 18.6282084, 73.8031164 18.6281149, 73.8032009 18.6281807, 73.8032635 18.6281085, 73.8033336 18.628163, 73.8037342 18.6277007, 73.803919 18.6278443))",,Dr Patil Ent Hospital,,,,,,,,,,hospital,,Pune,411018,,,yes,,,,,,,,,,,,,,,,,,,,,,"Kamala Crossroad, 1st Floor, Office No 14, B-Wing, Opp P C M C Office, Pimpri",Maharashtra,hospital,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,819476932,"POLYGON ((73.8501848 18.6274741, 73.8509844 18.6275695, 73.8511455 18.6267491, 73.8501992 18.6267191, 73.8501848 18.6274741))",no,PMPML Bhosari Depot,,PMPML,PMPML,station,,,,Q7260109,en:Pune Mahanagar Parivahan Mahamandal Limited,bus_station,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Category:Pune Mahanagar Parivahan Mahamandal Limited,,,,,
way,819476936,"POLYGON ((73.8510132 18.6275723, 73.8511772 18.6267573, 73.8520085 18.6267791, 73.8519308 18.627327, 73.8518071 18.6276868, 73.8516316 18.6281992, 73.851413 18.628161, 73.8512836 18.6283328, 73.8511743 18.628311, 73.8511714 18.6277931, 73.8510851 18.6276977, 73.8510132 18.6275723))",,Private Bus Parking Bhosari,,,,station,,,,,,bus_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
way,822883220,"POLYGON ((73.8515862 18.6249706, 73.8516603 18.6249416, 73.8514235 18.6242254, 73.851368 18.6239392, 73.8512826 18.623956, 73.8514058 18.6244851, 73.8515862 18.6249706))",,Bhosari Terminal,भोसरी टर्मिनल,PMPML,PMPML,station,,,,Q7260109,en:Pune Mahanagar Parivahan Mahamandal Limited,bus_station,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,-1,,,Category:Pune Mahanagar Parivahan Mahamandal Limited,,,,,
way,823056420,"POLYGON ((73.8490791 18.6320387, 73.8495416 18.6321537, 73.8497025 18.6318219, 73.849891 18.631895, 73.8497477 18.6325217, 73.8490124 18.6323781, 73.8490791 18.6320387))",,Bhosari Sadgurunagar Depot,,PMPML,PMPML,station,,,,Q7260109,en:Pune Mahanagar Parivahan Mahamandal Limited,bus_station,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Category:Pune Mahanagar Parivahan Mahamandal Limited,,,,,
way,824237873,"POLYGON ((73.856008 18.6242431, 73.8560811 18.6242527, 73.8560628 18.6244068, 73.8559653 18.6243953, 73.856008 18.6242431))",,Mahanagar Co-operative Bank,,,MahanagarCo-operative Bank,,,,,,,bank,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,Mo-Sa 09:00-13:00,2,,,,,,
way,824243122,"POLYGON ((73.8197228 18.5888863, 73.8198551 18.5888776, 73.8198468 18.5888283, 73.8198286 18.588793, 73.8197368 18.5887969, 73.8197186 18.5888173, 73.8197228 18.5888863))",,Bank of Maharashtra,,,Bank of Maharashtra,,,,,,,bank,,,,,Bank of Maharashtra,yes,,,,,,,,,,,,,,,,,,,,Q2004304,en:Bank of Maharashtra,,,,,,,,,Mo-Sa 09:30-15:00,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,Mo-Sa 09:30-13:00,,,,,,,
way,1053895577,"POLYGON ((73.821256 18.6240615, 73.8212474 18.6241144, 73.8212302 18.6247326, 73.8215154 18.624302, 73.8219837 18.6240916, 73.8219536 18.6238766, 73.8213705 18.6237184, 73.8210963 18.6236488, 73.8208912 18.6238094, 73.8208912 18.6242364, 73.8211075 18.6248013, 73.8212191 18.624776, 73.8210414 18.6240493, 73.821256 18.6240615))",,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1122532256,"POLYGON ((73.8023573 18.5970258, 73.8023501 18.5969565, 73.8023368 18.596828, 73.8023234 18.5966984, 73.8022976 18.5964479, 73.8022161 18.5956596, 73.802229 18.5955816, 73.8022476 18.5955523, 73.8022618 18.5955299, 73.802299 18.5955112, 73.8023655 18.5955032, 73.802489 18.5954937, 73.8025117 18.5955907, 73.8025797 18.5958448, 73.8026601 18.5966906, 73.8026014 18.5967024, 73.8026214 18.5970113, 73.8023573 18.5970258))",,Govind Garden,गोविंद गार्डन,,,,,,,,,restaurant,Pune,,411027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,020-27400100,,,,,,,,,Pimple Saudagar,yes,commercial,,
way,1162029789,"POLYGON ((73.8172062 18.5818717, 73.8171459 18.5815287, 73.817313 18.5814891, 73.8173733 18.5818541, 73.8172062 18.5818717))",,MH 14 Food Court,,,,,,,,,,restaurant,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258327538,"POLYGON ((73.8458677 18.6402074, 73.8458224 18.639923, 73.8456168 18.6399711, 73.8456044 18.6396896, 73.8459526 18.6396333, 73.8460885 18.6401859, 73.8458677 18.6402074))",,Intelligent Cadet International School,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1260417861,"POLYGON ((73.7975418 18.5970135, 73.7974553 18.595976, 73.7967342 18.5960716, 73.796885 18.5970466, 73.7975418 18.5970135))",,P K School,पी के शाळा,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1411753290,"POLYGON ((73.8207328 18.6232403, 73.8205533 18.6232632, 73.8205478 18.6230179, 73.820475 18.6227081, 73.8204328 18.6225563, 73.8203362 18.6219195, 73.8202641 18.6215732, 73.8202309 18.6213897, 73.8201279 18.6210165, 73.8205742 18.6209112, 73.8208465 18.6208632, 73.8215899 18.6207335, 73.8217857 18.6213985, 73.8220034 18.6221459, 73.8213673 18.6226167, 73.8211811 18.6227551, 73.8211023 18.6231392, 73.8209872 18.6231427, 73.8209003 18.6232205, 73.820856 18.6232223, 73.8208585 18.6232729, 73.8207986 18.6232872, 73.8207453 18.6232957, 73.8207328 18.6232403))",,Yashwantrao Chavan Memorial Hospital,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1764541,
